id_imovel,imovel,telefone,fax,email,cj,num_varas_instaladas,entrancia,comarca_tjsp,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf
337,Fórum Ibitinga II,(16) 3341-6366,Não Informado,Não Informado,Araraquara,0,Entrância Intermediária,Ibitinga,300.4,110V,"Rua Tiradentes , 519 - Centro",14940-000,Ibitinga,SP
338,Fórum Guaíra II,(17) 3017-1616,(17) 3017-1503,Não Informado,Barretos,0,Entrância Inicial,Guaíra,398.52,110V,"Rua 12 , 712 - Centro",14790-000,Guaíra,SP
339,Centro Administrativo - Consolação,(11) 2711-1665,Não Informado,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Rua da Consolação , 1483 - Consolação",01301-100,São Paulo,SP
340,Fórum Valinhos II - (Vara do Juizado Especial Cível e Criminal),(19) 3309-4503,(19) 3309-4614,Não Informado,Campinas,1,Entrância Intermediária,Valinhos,73.95,110V,"Av Independencia , 842/846 - Bela Vista",13276-030,Valinhos,SP
341,Fórum São José do Rio Preto  [desativado],(17) 3222-2142,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Bady Bassitt , 4000 - Centro",15025-000,São José do Rio Preto,SP
342,Fórum São José do Rio Preto  [desativado],(17) 3227-8525,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida José Munia , 6250 - Redentor",15085-350,São José do Rio Preto,SP
343,Prédio Administrativo Psicossocial - Tabatinguera,(11) 3106-2636,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Tabatinguera , 140 - Centro",01020-901,São Paulo,SP
344,"Fórum Salto II (Juizado Especial, Setor de Execuções Fiscais e Setor Técnico)",(11) 2118-3359,Não Informado,Não Informado,Itu,0,Entrância Intermediária,Salto,76.83,110V,"Rua Rui Barbosa , 790 - Centro",13320-120,Salto,SP
345,Fórum Apiaí - Des. Déscio Mendes Pereira,(15) 3552-9818,Não Informado,apiaiadm@tjsp.jus.br,Itapeva,2,Entrância Inicial,Apiaí,248.29,110V,"Praça Francisco Xavier da Rocha , 182 - Centro",18320-000,Apiaí,SP
346,Setor das Execuções Fiscais e Setor Técnico Psicossocial,Não Informado,Não Informado,Não Informado,Amparo,0,Entrância Final,Amparo,95.08,220V,"Rua Sete de Setembro , 130 - Centro",13900-372,Amparo,SP
347,Prédio Alexandre Dumas [Desativado],Não Informado,Não Informado,Não Informado,São Paulo,10,Não Informado,São Paulo,0.0,220V,"Rua Alexandre Dumas , 206 - Santo Amaro",04717-000,São Paulo,SP
348,Centro de Integração da Cidadania - CIC Feitiço da Vila,(11) 5821-7307,(11) 5821-7307,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Estrada de Itapecerica , 8.887 - Santo Amaro - Valo Velho",05858-002,São Paulo,SP
349,Fórum Regional XII - Nossa Senhora do Ó,Não Informado,Não Informado,admfrsenhoradoo@tjsp.jus.br,São Paulo,12,Não Informado,São Paulo,0.0,110V,"Rua Tomás Ramos Jordão , 101 - Freguesia do Ó",02736-000,São Paulo,SP
350,Fórum São José do Rio Preto  [desativado],(17) 3216-2315,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Tupi , 765 - Chácara Municipal",15090-500,São José do Rio Preto,SP
351,Fórum Botucatu II - (1ª Vara e 1º Ofício Criminal),(14) 3882-0899,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua João Passos , 552 - Centro",18600-040,Botucatu,SP
353,Fórum do Juizado Especial Cível Central,(11) 2711-7802,Não Informado,Não Informado,São Paulo,1,Não Informado,São Paulo,0.0,110V,"Rua Vergueiro , 835 - Paraíso",01504-001,São Paulo,SP
354,Fórum Taubaté  (Fazenda Pública),(12) 2124-9851,Não Informado,taubatefaz@tjsp.jus.br,Taubaté,1,Entrância Final,Taubaté,124.73,220V,"R. José Licurgo Indiani , s/n - Bairro Jardim Maria Augusta",12040-000,Taubaté,SP
355,Fórum das Execuções Fiscais,Não Informado,Não Informado,admexecucoesfiscais@tjsp.jus.br,São Paulo,0,Não Informado,São Paulo,0.0,220V,"Praça Almeida Junior , 72 - Liberdade",01510-010,São Paulo,SP
356,Fórum Ribeirão Pires II - (Serviço Anexo das Fazendas),(11) 3245-8101,Não Informado,Não Informado,Santo André,0,Entrância Intermediária,Ribeirão Pires,29.06,220V,"Rua Kaethe Richers , 542 - Pastoril",09400-630,Ribeirão Pires,SP
358,Fórum Guarulhos (Varas da Família e Central de Mandados) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Felício Marcondes , 232 - Centro",07010-030,Guarulhos,SP
359,Fórum Rio Claro II - (Anexo Fiscal) - Desativado,(19) 3533-1911,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida 26, 1143 ,  - Santana",13500-530,Rio Claro,SP
360,Fórum Rio Grande da Serra,Não Informado,Não Informado,riogdeserraadm@tjsp.jus.br,Santo André,0,Entrância Inicial,Rio Grande da Serra,32.6,110V,"Av. dos Autonomistas , 690 - Vila Figueiredo",09450-000,Rio Grande da Serra,SP
361,FÓRUM DESEMBARGADOR SEBASTIÃO DA SILVA PINTO,(11) 4503-9809,Não Informado,nazareptaadm@tjsp.jus.br,Bragança Paulista,1,Entrância Inicial,Nazaré Paulista,47.65,110V,"R. Clementino de Almeida Passos , 35 - Vicente Nunes",12960-000,Nazaré Paulista,SP
362,FORO DA COMARCA DE OUROESTE,(17) 3843-1733,(17) 3843-1733,ouroesteadm@tjsp.jus.br,Fernandópolis,2,Entrância Inicial,Ouroeste,551.62,110V,"Rua Brás Cubas , 1315 - centro",15685-000,Ouroeste,SP
363,Fórum Desembargador Bento Mascarenhas Filho,(15) 3416-8752,Não Informado,saltopiraporaadm@tjsp.jus.br,Sorocaba,2,Entrância Inicial,Salto de Pirapora,96.13,220V,"Rua Francisco de Barros Leite , 708 - Centro",18160-000,Salto de Pirapora,SP
364,Fórum da Comarca de Buri,Não Informado,Não Informado,buriadm@tjsp.jus.br,Itapeva,1,Entrância Inicial,Buri,201.21,110V,"Rua Carlos Alberto Pereira Júnior , 549 - Vila Sene",18292-030,Buri,SP
365,Fórum Artur Nogueira,(19) 3399-9806,Não Informado,arturnogueiraadm@tjsp.jus.br,Mogi Mirim,2,Entrância Intermediária,Artur Nogueira,121.53,110V,"Rua 13 de Maio , 140/150 - Centro",13160-170,Artur Nogueira,SP
366,Prédio Administrativo Conde do Pinhal,(11) 3241-5977,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Conde do Pinhal , 78 - Centro",01501-060,São Paulo,SP
367,Fórum Americana (Anexo Fiscal e setor técnico de Serviço Social )(Desativado),(19) 2108-4804,(19) 3309-2515,americanaadm@tjsp.jus.br,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Sebastião Antas , 113/119 - Vila Jones",13465-380,Americana,SP
368,Fórum da Comarca de Capão Bonito,(15) 2143-1001,Não Informado,capbonitoadm@tjsp.jus.br,Itapetininga,3,Entrância Intermediária,Capão Bonito,181.59,110V,"R. Rafael Machado Neto , 50 - V. Nova Capão Bonito",18304-130,Capão Bonito,SP
369,Fórum Regional IV Lapa II,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Aurélia , 650 - Vila Romana",05046-000,São Paulo,SP
370,Fórum I Desembargador Mário Hoeppener Dutra - Itaquaquecetuba,Não Informado,Não Informado,itaquaquecetubaadm@tjsp.jus.br,Mogi das Cruzes,9,Entrância Final,Itaquaquecetuba,30.16,110V,"Estr. Santa Isabel , 1170-1194 - Jd Cláudia",08570-080,Itaquaquecetuba,SP
371,"Juizado Especial Cível e Crim., Colégio Recursal e CEJUSC",Não Informado,Não Informado,Não Informado,Amparo,0,Entrância Final,Amparo,95.08,220V,"Rua Dr. Osvaldo Cruz , 209 - Centro",13900010,Amparo,SP
372,Fórum Regional VI - Penha de França - (Danylo José Fernandes),Não Informado,Não Informado,Não Informado,São Paulo,1,Não Informado,São Paulo,0.0,110V,"Rua Doutor João Ribeiro , 433 - Penha de França",03634-010,São Paulo,SP
374,Fórum Getulina II - (Unidade Forense),(14) 3552-1149,Não Informado,Não Informado,Lins,0,Entrância Inicial,Getulina,389.8,110V,"Rua Wenceslau Bras , 716 - centro",16450-000,Getulina,SP
375,Complexo Judicário Ipiranga,(11) 2711-7650,Não Informado,admcomplexoipiranga@tjsp.jus.br,São Paulo,0,Não Informado,São Paulo,0.0,220V,"Rua dos Sorocabanos , 680 - Ipiranga",04202-001,São Paulo,SP
376,Fórum Assis II - (Vara da Fazenda Pública) (Desativado),(18) 3402-1722,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Fadlo Jabur , 95 - Centro",19800-045,Assis,SP
379,Fórum Araraquara II - Vara da Infância e da Juventude,(16) 3335-8905,(16) 3336-8374,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Pe Francisco Sales Colturato , 925 - São Geraldo",14801-250,Araraquara,SP
380,Fórum Guaratinguetá [DESATIVADO],(12) 2124-9421,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Dr. Ariberto Pereira da Cunha , 280 - Alberto Byington",12516-410,Guaratinguetá,SP
381,Fórum Mogi Mirim II (Anexo Fiscal),(19) 3806-4122,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av.Cel.Venancio Ferreira Alves Adorno , 119 - Saúde",13800-221,Mogi Mirim,SP
382,Fórum Dracena II - Juizado Especial Cível e Criminal,(18) 2137-1401,Não Informado,Não Informado,Dracena,0,Entrância Intermediária,Dracena,552.86,110V,"Rua Bolívia , 137 - Jd. Vera Cruz",17900-197,Dracena,SP
383,Fórum José Bonifácio - II (CEJUSC),(17) 3245-5021,Não Informado,Não Informado,São José do Rio Preto,1,Entrância Inicial,José Bonifácio,418.94,110V,"Av. Campos  Sales, , 341 - centro",15200-000,José Bonifácio,SP
384,Fórum Pirassununga II - (Juizado Especial Cível e Criminal),(19) 2134-5802,Não Informado,pirassunungasadm@tjsp.jus.br,Pirassununga,1,Entrância Final,Pirassununga,190.63,110V,"Id Jorge Facuri , 365 - Polo Industrial Guilherme Muller Filho",13632630,Pirassununga,SP
385,Fórum Pirassununga III - (SETOR TÉCNICO),(19) 2134-5554,Não Informado,Não Informado,Pirassununga,0,Entrância Final,Pirassununga,190.63,110V,"Pereira Bueno , 443 - Centro",13630-030,Pirassununga,SP
386,Fórum Jundiaí II - (Anexo Fiscal) (Desativado),(11) 2136-6256,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Senador Fonseca , 957 - centro",13201-017,Jundiaí,SP
387,Fórum Botucatu III - (2ª Vara e 2º Ofício Criminal),(14) 3882-9970,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Aeroporto , 601 - Jd. Riviera",18606-650,Botucatu,SP
388,Fórum Botucatu IV - (Vara do Juizado Especial Cìvel),(14) 3815-2233,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Aeroporto , 601 - Jd. Riviera",18606-650,Botucatu,SP
389,Ofício de  Distribuição Judicial,(14) 3813-5424,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Aeroporto , 601 - Jd. Riviera",18606-650,Botucatu,SP
390,Fórum Botucatu VI - (Anexo Fiscal),(14) 3814-2299,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Cel. José Vitoriano Villas Boas , 718 - Centro",18600-130,Botucatu,SP
391,Fórum Botucatu VII - (Psicologia e Serv. Social),(14) 3813-6464,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Praça Rui Barbosa s/nº ,  - Centro",18600-905,Botucatu,SP
392,Fórum Penápolis II - (Juizado Especial),(18) 2191-6056,Não Informado,Não Informado,Araçatuba,0,Entrância Intermediária,Penápolis,425.45,220V,"Av. Olsen , 300 - Centro",16300-000,Penápolis,SP
393,Fórum Serra Negra II - (Distribuidor e Seção de Administração Geral),(19) 2152-5253,(19) 2152-5252,serranegraadm@tjsp.jus.br,Amparo,0,Entrância Inicial,Serra Negra,104.29,110V,"Praça Barão do Rio Branco , s/n - Centro",13930-000,Serra Negra,SP
394,Fórum Serra Negra III - (Juizado Especial Cível),(19) 2152-5952,(19) 2152-5252,Não Informado,Amparo,1,Entrância Inicial,Serra Negra,104.29,110V,"Rua José Bonifácio , 258 - Centro",13930-000,Serra Negra,SP
395,Fórum Ibiúna II - (Juizado Especial Cível e Criminal),(15) 3416-2751,Não Informado,ibiunasadm@tjsp.jus.br,Sorocaba,1,Entrância Intermediária,Ibiúna,61.0,110V,"Rua Oswaldo Cruz , 60 - centro",18150-000,Ibiúna,SP
396,Foro Regional VII Itaquera (Guaianases),(11) 4635-5937,Não Informado,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Estrada de Poá, 696 , 696 - Guaianases",08460-000,São Paulo,SP
397,Z - Fórum TJSP [desativado],(11) 3521-1814,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Largo São Bento , 108 - Centro",01029-010,São Paulo,SP
398,Centro de Integração da Cidadania - CIC Leste,(11) 2833-1878,(11) 2833-1879,jeccicitaim@tjsp.jus.br,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Rua Pe. Virgilio Campelo , 150 - Itaim Paulista",08131-310,São Paulo,SP
399,Centro de Integração da Cidadania - CIC Norte,(11) 2249-5384,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Ari da Rocha Miranda , 36 - Jaraguá - Jaçanã",02991-000,São Paulo,SP
400,Centro de Integração da Cidadania - CIC Oeste,(11) 3942-5184,Não Informado,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Estrada de Taipas , 990 - Jardim Panamericano",x,São Paulo,SP
401,Fórum Cubatão - II,(13) 3325-6716,Não Informado,cubataoadm@tjsp.jus.br,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Joaquim Miguel Couto , 372/374 - Jd. São Francisco",11500-005,Cubatão,SP
402,Fórum Bragança Paulista II - (Anexo Fiscal) [DESATIVADO],(11) 3404-5652,(11) 3404-5653,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Antonio Pires Pimentel , 1956 - Jardim Santo Agostinho",12914-001,Bragança Paulista,SP
403,Fórum Osasco II - (Varas da Família e das Sucessões),Não Informado,Não Informado,Não Informado,Osasco,3,Entrância Final,Osasco,15.99,110V,"Rua da Estação , 175 - OSASCO - CENTRO",06093-080,Osasco,SP
404,Fórum Osasco (Varas da Fazenda Pública),(11) 2838-7585,Não Informado,Não Informado,Osasco,2,Entrância Final,Osasco,15.99,110V,"Rua Paulo Lício Rizzo , 96 - Centro",06018-010,Osasco,SP
405,Garagem Alcântara Machado [Desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Alcântara Machado , 2.105 - Belém",03101-003,São Paulo,SP
407,Fórum Taubaté IV - (Execuções Criminais) DESATIVADO,(12) 2124-9325,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Emílio Winther , 1.439 - Centro",12030000,Taubaté,SP
408,Fórum Piracicaba I - (JEC -  JECRIM - COLÉGIO RECURSAL),(19) 3372-3115,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Bernardino de Campos , 55 - Alemães",13416-310,Piracicaba,SP
409,Fórum Piracicaba II - (Anexo Fiscal) [DESATIVADO],(19) 3372-3351,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Moraes Barros , 468 - Centro",13400-353,Piracicaba,SP
410,Fórum Piracicaba IV - (Psicossocial) [DESATIVADO],(19) 3433-8111,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Samuel Neves , 1773 - Alemães",13416-404,Piracicaba,SP
411,Fórum Araçatuba II - VARA DA FAZENDA,(18) 2102-8602,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Praça Doutor Maurício Martins Leite , 60 - Vila São Paulo",16015-600,Araçatuba,SP
412,Tribunal de Justiça - GADE 23 de Maio,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,São Paulo,0.0,110V,"Rua Conde de Sarzedas , 38 - Centro",01512-000,São Paulo,SP
413,Tribunal de Justiça - GADE I (Conselheiro Furtado.705),(11) 2827-8641,Não Informado,admgadefurtado1@tjsp.jus.br,São Paulo,0,Não Informado,São Paulo,0.0,220V,"Rua Conselheiro Furtado , 705 - Liberdade",01511-000,São Paulo,SP
414,Fórum Mogi Guaçu II - (Anexo Fiscal e Juizado Especial),(19) 3019-2251,Não Informado,Não Informado,Mogi Mirim,0,Entrância Final,Mogi Guaçu,134.46,110V,"Rua Chico de Paula , 1090 - Capela",13840-001,Mogi Guaçu,SP
415,Fórum Águas de Lindóia (J.E.CÍVEL e Criminal),(19) 2154-5204,Não Informado,Não Informado,Amparo,0,Entrância Inicial,Águas de Lindóia,119.2,110V,"Rua Francisco Spartani , 126-II - Jd. Le Vilete",13940-000,Águas de Lindóia,SP
416,Fórum Lucéila (Juizado Especial),(18) 3551-1155,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida Internacional , 1518 - Centro",17780-000,Lucélia,SP
417,Fórum Iepê II - (Juizado Especial),(18) 3264-1358,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Minas Gerais , 343 - Centro",19640-000,Iepê,SP
418,Fórum Santa Isabel II - (Juizado Especial e SADM),(11) 2928-9152,Não Informado,Não Informado,Guarulhos,0,Entrância Inicial,Santa Isabel,49.58,110V,"Avenida Manoel Ferraz de Campos Sales , 20 - Centro",07500-000,Santa Isabel,SP
419,(Anexo Fiscal - CEJUSC - Centra de Mandados -  JECRIM - Serviço Social),Não Informado,Não Informado,Não Informado,Guarulhos,0,Entrância Inicial,Santa Isabel,49.58,110V,"Avenida Manoel Ferraz de Campos Salles, 175 , 175 - Centro",07500-000,Santa Isabel,SP
420,Fórum Boituva II - (Juizado Especial),(15) 3263-1971,Não Informado,Não Informado,Itu,0,Entrância Inicial,Boituva,109.74,220V,"Rua Manoel dos Santos Freire , 218 - Centro",18550-073,Boituva,SP
421,Fórum Boituva III - Anexo Fiscal/Setor Técnico,Não Informado,Não Informado,boituvaadm@tjsp.jus.br,Itu,0,Entrância Inicial,Boituva,109.74,220V,"Rua São Joao , 133 - Centro",18550-079,Boituva,SP
422,Fórum São José do Rio Preto IV - (Clínica Psicossocial),(17) 3222-3238,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Redentora , 2351 - Centro",15015-780,São José do Rio Preto,SP
423,Fórum São José do Rio Preto [destivado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Campos Sales , 1551 - Boa Vista",15025-600,São José do Rio Preto,SP
424,Fórum Olímpia III - (Vara do Juizado Especial Cível e Criminal),(17) 2190-5251,(17) 2190-5252,Não Informado,Barretos,0,Entrância Intermediária,Olímpia,390.85,110V,"Rua São João , 865/875 - Patrimônio de São João Batista",15400-065,Olímpia,SP
425,Fórum Olímpia IV - (Setor das Execuções Fiscais),(17) 2190-5151,Não Informado,Não Informado,Barretos,0,Entrância Intermediária,Olímpia,390.85,110V,"Rua São João , 657 - Patrimônio de São João Batista",15400-065,Olímpia,SP
426,Serviço Anexo das Fazendas da Comarca de Poá e Central de Mandados,(11) 3204-7952,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Intermediária,Poá,29.75,110V,"Alameda  Pedro Calil , 71/79 - Centro",08557105,Poá,SP
427,Fórum Peruíbe II - (Anexo Fiscal),(13) 3455-7535,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua dos Pescadores , 85 - Centro",11750-000,Peruíbe,SP
428,Fórum II  Mongaguá (desativado),(13) 3448-1227,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida São Paulo , 300 - Jardim Samôa",11730-000,Mongaguá,SP
429,Z - Fórum Guarulhos (Juizado Especial Cível e Colégio Recursal) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Ipê , 71 - Centro",07090-130,Guarulhos,SP
430,Fórum Guarulhos VIII - (Almoxarifado),(11) 2408-6952,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Dr. Renato de Andrade Maia , 1219 - Parque Renato Maia",07114-000,Guarulhos,SP
431,Fórum de Pirangi,(17) 3386-9506,Não Informado,pirangiadm@tjsp.jus.br,Jaboticabal,2,Entrância Inicial,Pirangi,343.34,110V,"Praça Dr. Clementino Canabrava Filho , 11 - Centro",15820-021,Pirangi,SP
432,Fórum Mirassol - Anexo Fiscal,(17) 3242-0901,Não Informado,Não Informado,São José do Rio Preto,0,Entrância Intermediária,Mirassol,424.59,110V,"Rua Floriano Peixoto , 17-50 - Centro",15130-007,Mirassol,SP
433,Fórum Guarujá II - VARA DA FAZENDA PÚBLICA,(13) 3325-1253,Não Informado,guarujaadm@tjsp.jus.br,Santos,1,Entrância Final,Guarujá,62.8,110V,"Rua Azuil Loureiro , 691/693 - Santa Rosa",11430-110,Guarujá,SP
434,Forum de Borborema - Juizado Especial Civel e Criminal,(16) 3266-1414,(16) 3276-9302,Não Informado,Araraquara,0,Entrância Inicial,Borborema,329.53,110V,"Rua Rui Barbosa , 114 - Centro",14955-000,Borborema,SP
